-9, -647, 0, 134002
-8, -647, 0, 134105
-8, -648, 0, 134209
-7, -649, 0, 134313
-6, -648, 0, 134417
-6, -646, 0, 134521
-6, -646, 0, 134625
-5, -647, 0, 134729
-5, -649, -1, 134832
-4, -647, -4, 134936
-4, -646, -5, 135040
-5, -647, -3, 135143
-6, -648, -3, 135247
-6, -647, -3, 135350
-6, -646, -3, 135453
-5, -646, -4, 135557
-4, -647, -5, 135661
-3, -647, -5, 135766
-3, -645, -6, 135870
-4, -643, -5, 135973
-4, -643, -3, 136077
-4, -644, 0, 136181
-3, -644, -1, 136286
-2, -643, -1, 136390
-3, -643, -1, 136494
-4, -643, 0, 136599
-3, -643, 0, 136702
-2, -642, -2, 136807
-2, -642, -3, 136911
-1, -642, -2, 137013
-1, -642, 0, 137117
-1, -643, 0, 137221
0, -642, -2, 137325
0, -641, -2, 137429
0, -639, -2, 137532
0, -640, -1, 137637
0, -639, -2, 137740
0, -639, -2, 137844
-1, -638, 0, 137948
-2, -637, 0, 138051
-3, -637, 0, 138156
-3, -638, -1, 138260
-2, -638, -1, 138364
-2, -638, -1, 138467
-3, -639, -1, 138571
-3, -640, -2, 138676
-2, -640, -4, 138780
-1, -641, -4, 138883
0, -641, -3, 138987
-2, -639, -3, 139090
-1, -639, -3, 139194
0, -639, -3, 139297
0, -640, -3, 139401
0, -638, -5, 139505
0, -639, -5, 139608
1, -639, -5, 139710
0, -638, -5, 139813
0, -639, -4, 139917
0, -638, -4, 140021
0, -638, -4, 140124
1, -639, -6, 140228
3, -641, -5, 140332
1, -643, -6, 140434
1, -643, -6, 140539
0, -644, -5, 140643
1, -643, -5, 140746
0, -644, -6, 140851
0, -643, -5, 140955
2, -642, -4, 141059
3, -643, -5, 141163
3, -643, -5, 141267
3, -643, -3, 141371
3, -641, -3, 141475
3, -640, -2, 141579
3, -640, 0, 141683
4, -639, 0, 141787
4, -641, 0, 141890
5, -641, 0, 141994
5, -641, 0, 142098
4, -643, 0, 142202
3, -642, 0, 142306
2, -643, 0, 142410
2, -643, 1, 142514
2, -643, 0, 142619
2, -643, -1, 142723
2, -643, -2, 142827
1, -641, -3, 142931
0, -640, -4, 143035
1, -638, -4, 143139
2, -637, -3, 143243
2, -636, -3, 143347
3, -637, -4, 143450
4, -636, -5, 143553
5, -636, -7, 143657
5, -636, -4, 143761
4, -636, -3, 143865
3, -636, -4, 143969
5, -636, -4, 144073
4, -635, -3, 144177
4, -636, -4, 144282
3, -638, -5, 144385
2, -639, -6, 144489
2, -638, -5, 144593
1, -637, -4, 144696
0, -638, -4, 144801
0, -639, -5, 144903
0, -638, -5, 145007
1, -638, -6, 145110
1, -639, -5, 145214
1, -638, -6, 145317
1, -637, -6, 145422
0, -636, -6, 145526
0, -635, -6, 145630
1, -636, -6, 145733
1, -639, -5, 145837
0, -639, -5, 145940
2, -638, -3, 146044
2, -640, -3, 146149
2, -640, -2, 146252
1, -640, -1, 146356
1, -641, -1, 146459
2, -643, 0, 146563
3, -643, 0, 146666
5, -644, 0, 146770
6, -643, 1, 146874
8, -642, 1, 146978
9, -640, 0, 147081
8, -640, 0, 147185
8, -639, 0, 147288
8, -639, 0, 147393
10, -637, 0, 147496
11, -637, 0, 147599
11, -636, 0, 147703
12, -634, 1, 147806
10, -634, 0, 147910
10, -634, 0, 148013
9, -634, -1, 148117
8, -634, -2, 148221
8, -635, -2, 148325
8, -636, -2, 148428
9, -636, -2, 148532
10, -636, -1, 148636
10, -638, -2, 148740
9, -637, -3, 148844
6, -638, -4, 148948
6, -637, -3, 149052
5, -637, -3, 149155
5, -636, -2, 149260
6, -636, -1, 149364
6, -636, 0, 149468
6, -638, -1, 149572
5, -638, -2, 149677
4, -638, -2, 149780
3, -638, -1, 149884
3, -639, -1, 149988
5, -638, 0, 150092
6, -638, 0, 150195
7, -637, 0, 150300
7, -638, 0, 150404
7, -640, -1, 150508
7, -640, -1, 150612
8, -638, -1, 150716
10, -638, -2, 150820
9, -639, -3, 150925
9, -639, -3, 151029
10, -638, -3, 151133
8, -640, -3, 151237
7, -641, -3, 151340
5, -640, -4, 151444
5, -639, -4, 151548
5, -639, -5, 151651
5, -640, -6, 151755
4, -641, -6, 151859
2, -640, -5, 151961
2, -640, -4, 152064
1, -640, -3, 152168
1, -640, -4, 152272
3, -638, -5, 152375
3, -636, -5, 152480
4, -636, -4, 152584
6, -637, -3, 152688
7, -637, -2, 152791
7, -635, -2, 152895
8, -635, -1, 153000
8, -634, -2, 153104
8, -635, -2, 153209
9, -634, -3, 153313
8, -634, -1, 153417
8, -636, 0, 153521
8, -638, -1, 153625
8, -638, -2, 153728
5, -637, -3, 153832
4, -637, -4, 153937
4, -638, -4, 154040
4, -637, -3, 154144
3, -639, -3, 154248
4, -638, -4, 154352
5, -640, -4, 154456
5, -641, -4, 154560
5, -641, -5, 154663
5, -641, -4, 154768
4, -643, -4, 154871
5, -643, -5, 154976
5, -644, -5, 155079
5, -644, -4, 155184
4, -644, -4, 155287
5, -642, -3, 155391
5, -642, -2, 155495
4, -641, -3, 155599
4, -641, -4, 155702
5, -641, -2, 155806
5, -640, -2, 155910
7, -640, -1, 156014
8, -640, -2, 156118
8, -640, -2, 156222
8, -639, -2, 156328
9, -640, -1, 156431
8, -640, -3, 156535
8, -640, -5, 156639
8, -639, -5, 156742
8, -640, -5, 156846
7, -639, -4, 156950
6, -638, -6, 157054
4, -640, -6, 157158
4, -641, -5, 157262
4, -642, -3, 157366
4, -642, -3, 157470
3, -642, -3, 157574
3, -641, -2, 157678
4, -642, -1, 157782
4, -642, 0, 157885
4, -641, 0, 157988
4, -640, -1, 158091
4, -641, -1, 158195
6, -641, -2, 158298
6, -640, -1, 158402
6, -638, -2, 158506
7, -638, -3, 158611
7, -638, -4, 158714
8, -639, -5, 158818
8, -637, -5, 158922
8, -637, -6, 159025
8, -637, -7, 159130
8, -637, -6, 159234
8, -636, -5, 159338
6, -637, -8, 159443
