0, 0, 0, 405730
0, 0, 0, 405751
-1, 0, 0, 405773
0, 0, 0, 405794
0, 0, 0, 405815
0, 0, 0, 405836
-1, 0, 0, 405857
0, 0, 0, 405878
1, 0, 0, 405900
0, 0, 0, 405919
0, 0, 0, 405939
0, 0, 0, 405960
0, 0, 0, 405980
0, 0, 0, 405999
1, 0, 0, 406020
0, 0, 0, 406040
0, 0, 0, 406060
0, 0, 0, 406080
0, 0, 0, 406099
0, 0, 0, 406119
1, 0, 0, 406140
1, 0, 0, 406159
0, 0, 0, 406179
0, 0, 0, 406200
0, 0, 0, 406219
-1, 2, 0, 406240
-4, 3, 0, 406260
-5, 2, 0, 406279
-2, 2, 0, 406299
0, 0, 0, 406319
3, 0, 0, 406339
5, 0, 0, 406359
0, 0, 0, 406379
-4, 2, 0, 406399
-4, 1, 0, 406419
0, 0, 0, 406439
2, 0, 0, 406459
1, 0, 0, 406479
0, 0, 0, 406499
0, 1, 0, 406520
1, 1, 0, 406540
2, 0, 0, 406560
5, 0, 0, 406580
0, 0, 0, 406600
-5, 2, 0, 406620
-8, 1, 0, 406640
-4, 3, 0, 406660
-1, 3, 0, 406680
-1, 2, 0, 406700
0, 1, 0, 406720
-1, 2, 0, 406740
0, 6, 0, 406760
-1, 7, 0, 406780
-4, 5, 0, 406799
-6, 2, 0, 406819
-8, 0, 0, 406839
-9, 0, 0, 406859
-9, 3, 0, 406879
-15, 3, 0, 406899
-9, 8, 0, 406919
-13, 7, 0, 406940
-3, 5, 0, 406960
1, 4, 0, 406980
1, 7, 0, 407000
-9, 16, 0, 407020
-12, 13, 0, 407040
-14, 8, 0, 407060
-15, 5, 0, 407079
-17, 7, 0, 407099
-19, 19, 0, 407119
-14, 32, 0, 407140
14, 52, 0, 407160
21, 30, 0, 407180
14, 9, 0, 407200
12, 8, 0, 407220
11, 9, 0, 407240
14, 18, 0, 407260
19, 24, 0, 407280
23, 32, -1, 407300
37, 41, -1, 407320
36, 33, -2, 407340
31, 21, -1, 407360
24, 13, -1, 407380
11, 7, 0, 407400
8, 11, -1, 407420
3, 7, 0, 407440
13, 17, -1, 407460
16, 15, -1, 407480
19, 15, -1, 407500
34, 21, -2, 407520
26, 16, -2, 407540
19, 13, -2, 407560
8, 14, -2, 407580
17, 22, -3, 407600
19, 21, -3, 407620
8, 19, -2, 407640
1, 15, -2, 407660
-18, 4, 0, 407680
-14, 7, 0, 407700
30, 30, -4, 407720
28, 34, -5, 407740
-17, 11, -1, 407760
-10, 7, -1, 407779
-6, 7, 0, 407800
-13, 2, 0, 407820
1, 8, 0, 407840
11, 21, 7, 407860
-29, 20, 3, 407879
-34, 17, 5, 407899
-20, 17, 7, 407919
-15, 16, 0, 407939
-21, 14, -3, 407959
-37, 13, -6, 407979
-33, 20, -11, 407999
10, 29, 5, 408020
24, 38, 6, 408040
22, 22, 0, 408060
31, 16, -11, 408080
12, 11, -9, 408100
6, 31, -9, 408120
-12, 20, -6, 408140
0, 8, -1, 408159
-2, -4, -1, 408179
-4, 0, -1, 408199
-10, 12, -8, 408219
1, 19, -1, 408240
13, 27, 8, 408260
20, 14, 2, 408280
-8, -5, -3, 408300
-3, -6, -5, 408320
4, 4, -4, 408340
6, 21, -2, 408360
-2, 21, -2, 408380
-4, 11, -1, 408400
0, 5, 0, 408420
3, 10, -1, 408440
0, 10, -1, 408460
-12, 6, -1, 408480
2, 0, 7, 408500
5, -1, 2, 408520
4, -7, -9, 408540
8, 0, 0, 408560
-8, 2, 0, 408580
-12, 4, 0, 408600
-15, 0, 0, 408620
2, 3, 0, 408639
10, 10, -1, 408660
4, 10, 6, 408680
4, 18, 2, 408700
3, 11, -12, 408720
4, 11, -2, 408740
-1, 10, -1, 408760
0, 1, 0, 408780
0, 6, 0, 408800
15, 6, 0, 408820
17, 10, -1, 408840
5, 17, -2, 408860
0, 22, -2, 408880
8, 54, -7, 408900
20, 67, -9, 408919
35, 40, -6, 408939
18, 33, -5, 408959
22, 8, -1, 408979
23, 13, -2, 408999
35, 26, -4, 409020
51, 42, -8, 409040
21, 13, -2, 409060
5, 0, 0, 409080
20, 0, 0, 409100
16, 3, 0, 409120
36, 33, -7, 409140
69, 80, -20, 409160
92, 92, -26, 409180
79, 67, -22, 409199
3, 9, -3, 409219
8, 0, 0, 409240
-4, -1, 0, 409260
-18, 1, 0, 409280
-15, 18, -6, 409300
-13, 36, -12, 409320
-7, 41, -13, 409340
5, 19, -6, 409360
-2, 2, 0, 409380
-15, 1, 0, 409400
-8, 12, -3, 409419
-19, 19, -5, 409440
-33, 21, -6, 409460
-24, 16, -4, 409480
-24, 12, -3, 409500
3, 99, -27, 409520
-61, 124, -32, 409540
-37, 82, -20, 409560
-26, 37, -8, 409580
-7, 15, -3, 409600
-1, 1, 0, 409620
-1, 51, -11, 409639
-18, 95, -20, 409660
-31, 45, -10, 409680
-13, 26, -4, 409700
-4, 26, -5, 409719
0, 18, -3, 409740
-7, 39, -8, 409760
-17, 85, -16, 409780
-49, 94, -17, 409800
-47, 50, -8, 409819
-45, 35, -5, 409839
0, 21, -2, 409859
-3, 42, -5, 409879
-29, 86, -11, 409899
-31, 68, -8, 409919
-21, 30, -3, 409939
-6, 24, -2, 409960
-14, 42, -4, 409980
-16, 62, -6, 409999
-23, 72, -7, 410020
-25, 56, -4, 410039
-5, 20, -1, 410059
9, 2, 0, 410080
11, 3, 0, 410100
6, 44, -4, 410119
-27, 131, -11, 410140
-40, 169, -12, 410159
-33, 99, -5, 410179
10, 24, 0, 410200
15, 0, 0, 410220
17, 27, -1, 410240
-28, 88, -5, 410260
-39, 135, -7, 410279
-20, 107, -4, 410299
-8, 43, -1, 410320
4, 16, 0, 410340
8, 19, 0, 410359
-4, 51, -2, 410380
-39, 88, -2, 410400
-50, 79, -1, 410419
-20, 33, 0, 410440
7, 16, 0, 410460
8, 25, 0, 410479
-3, 45, 0, 410500
-15, 54, 0, 410520
-12, 60, 0, 410539
14, 50, 0, 410559
37, 25, 0, 410579
25, 27, 0, 410599
4, 41, 0, 410620
-24, 67, -1, 410640
-26, 58, 0, 410659
11, 45, 0, 410679
19, 42, 0, 410699
-14, 52, -1, 410720
-17, 48, 0, 410740
-2, 24, 0, 410760
18, 14, 0, 410780
20, 36, 0, 410800
-9, 41, -1, 410820
14, 10, 0, 410840
10, 0, 0, 410860
15, 1, 0, 410880
6, 18, 0, 410900
-18, 54, -2, 410920
-36, 71, -1, 410940
-32, 54, 0, 410960
-8, 31, 0, 410980
0, 36, 0, 411000
13, 23, 0, 411020
3, 39, 0, 411040
6, 26, 0, 411059
11, 24, 0, 411079
-11, 31, 0, 411099
-36, 64, 0, 411119
-68, 72, 1, 411140
-23, 26, 0, 411159
0, 10, 0, 411180
12, 23, 0, 411200
-21, 75, 3, 411219
-26, 98, 4, 411240
-1, 79, 3, 411260
14, 43, 0, 411279
20, 26, 0, 411300
16, 52, 1, 411320
1, 65, 2, 411340
-4, 49, 1, 411360
3, 45, 1, 411380
3, 37, 0, 411399
3, 29, 1, 411420
-2, 31, 0, 411440
-27, 70, 2, 411460
12, 71, 2, 411479
10, 53, 0, 411500
7, 53, 1, 411519
-19, 67, 1, 411540
-9, 35, 1, 411560
-4, 72, 2, 411579
2, 144, 5, 411600
-1, 126, 4, 411620
4, 37, 1, 411640
12, 10, 0, 411660
-8, 22, 0, 411680
-10, 43, 1, 411699
-1, 98, 3, 411720
-5, 164, 6, 411740
-6, 132, 5, 411759
0, 17, 0, 411780
7, 0, 0, 411799
11, 0, 0, 411819
2, 4, 0, 411840
-4, 34, 1, 411859
-13, 60, 2, 411879
-9, 41, 1, 411899
-2, 26, 1, 411919
-14, 18, 1, 411940
6, 20, 0, 411960
6, 41, 1, 411980
7, 56, 1, 412000
-6, 32, 0, 412020
-8, 5, 0, 412040
0, 9, 0, 412060
1, 16, 0, 412080
14, 16, 0, 412100
5, 18, 0, 412120
-7, 20, 0, 412140
-4, 11, 0, 412160
-9, 13, 0, 412180
-1, 11, 0, 412200
0, 13, 0, 412220
0, 24, 0, 412240
0, 23, 1, 412259
0, 20, 0, 412279
0, 11, 0, 412299
1, 12, 0, 412319
9, 10, 0, 412340
0, 39, 1, 412360
-7, 29, 1, 412379
3, 10, 0, 412400
7, 7, 0, 412420
14, 12, 0, 412440
13, 21, 0, 412460
6, 28, 0, 412480
8, 16, 0, 412499
21, 10, 0, 412520
20, 10, 0, 412540
26, 31, 0, 412560
27, 34, 0, 412580
22, 23, 0, 412600
19, 8, 0, 412619
13, 6, 0, 412640
7, 6, 0, 412660
8, 13, 0, 412679
12, 4, 0, 412700
15, 0, 0, 412720
10, 0, 0, 412740
8, 18, -1, 412760
0, 19, -1, 412780
5, 5, 0, 412799
6, 7, 0, 412819
7, 11, 0, 412839
6, 13, 0, 412859
8, 9, 0, 412880
10, 7, 0, 412899
14, 6, 0, 412919
13, 11, -1, 412940
16, 5, 0, 412959
21, 0, 0, 412979
18, 0, 0, 412999
16, 0, 0, 413019
15, 0, 0, 413040
14, 3, 0, 413059
7, 5, 0, 413080
10, -4, 0, 413100
8, -5, 0, 413120
6, -1, 0, 413140
5, 0, 0, 413160
3, 0, 0, 413180
2, -1, 0, 413200
0, -1, 0, 413220
0, 0, 0, 413240
-3, 0, 0, 413260
-6, 0, 0, 413280
-6, 0, 0, 413300
-6, 0, 0, 413320
-6, 0, 0, 413340
-5, 0, 0, 413359
-9, 0, 0, 413379
-10, 0, 0, 413399
-9, 1, 0, 413419
-7, 0, 0, 413440
-9, 1, 0, 413459
-9, 3, 0, 413479
-12, 3, 0, 413499
-10, 7, 0, 413520
-11, 0, 0, 413540
-13, 0, 0, 413559
-18, 1, 0, 413580
-16, 7, 0, 413599
-16, 0, 0, 413619
-16, 0, 0, 413640
-16, 0, 0, 413659
-15, 1, 0, 413680
-12, 0, 0, 413700
-10, 2, 0, 413720
-3, 0, 0, 413740
-2, 0, 0, 413760
-3, 0, 0, 413779
-5, 0, 0, 413799
-5, -2, 0, 413820
-5, -4, 0, 413840
-12, -15, 0, 413859
-12, -12, 0, 413880
-11, -11, 0, 413899
-7, 0, 0, 413920
-8, -3, 0, 413940
-9, -3, 0, 413959
-11, -2, 0, 413979
-8, -6, 0, 413999
-10, -8, 0, 414019
-11, -3, 0, 414040
-12, 0, 0, 414059
-18, -13, 0, 414079
-16, -35, 0, 414099
-17, -21, 0, 414119
-9, -8, 0, 414140
-8, -11, 0, 414159
-14, -12, 0, 414179
-14, -11, 0, 414200
0, -21, 0, 414220
-7, -30, -1, 414240
-15, -41, 0, 414260
-4, -20, 0, 414280
-5, -2, 0, 414300
-5, -3, 0, 414320
-9, -4, 0, 414340
-2, -50, -2, 414360
-2, -68, -3, 414380
-5, 1, 0, 414400
0, 5, 0, 414420
14, -5, 0, 414440
3, -19, -1, 414460
-2, -47, -2, 414480
0, -76, -2, 414500
0, -39, -1, 414519
-8, 16, 0, 414539
-14, 10, 0, 414559
-15, -32, -2, 414579
-13, -48, -2, 414599
-11, -63, -4, 414620
7, -123, -8, 414640
-3, -35, -2, 414660
-15, 45, 3, 414680
-8, -9, 0, 414700
-1, -28, -1, 414720
-2, -36, -2, 414740
-6, -54, -4, 414760
0, -114, -8, 414779
10, -149, -12, 414799
13, -100, -7, 414820
1, -41, -3, 414840
-5, -27, -2, 414860
-12, -34, -2, 414880
-5, -50, -4, 414900
25, -99, -7, 414920
50, -120, -7, 414940
30, -76, -3, 414960
0, -31, -1, 414979
5, -38, -1, 415000
1, -23, -1, 415020
4, -34, -1, 415040
-4, -34, -1, 415060
1, -31, -1, 415080
0, -30, -1, 415100
7, -31, -2, 415120
10, -34, -2, 415140
5, -37, -1, 415160
5, -46, -1, 415180
26, -66, -2, 415200
31, -72, -1, 415220
24, -62, 0, 415240
12, -45, 0, 415260
-4, -24, 0, 415280
-2, -12, 0, 415300
-2, -3, 0, 415320
-17, 0, 0, 415340
-19, -2, 0, 415360
-18, -2, 0, 415380
-6, -6, 0, 415400
-11, -4, 0, 415420
-14, -6, 0, 415440
0, -22, 0, 415460
32, -60, -1, 415480
53, -82, 0, 415500
28, -71, 0, 415520
8, -44, 0, 415540
5, -33, 0, 415560
1, -27, 0, 415579
-15, -18, 0, 415599
-15, -22, 0, 415619
-1, -41, 0, 415639
7, -44, 0, 415659
-7, -34, 0, 415679
-15, -20, 0, 415700
-9, -16, 0, 415720
1, -50, -1, 415740
-12, -55, -1, 415760
-10, -79, -1, 415780
-6, -63, -1, 415800
-8, -44, 0, 415820
-13, -46, -1, 415839
-20, -52, -1, 415859
10, -85, -3, 415880
35, -113, -3, 415900
22, -61, -1, 415920
-6, -22, 0, 415940
-14, -18, 0, 415960
-4, -48, -1, 415980
-1, -81, -1, 416000
-1, -92, -1, 416020
5, -139, -3, 416040
-9, -72, -1, 416059
-12, -16, 0, 416080
3, -4, 0, 416099
-2, -18, 0, 416120
-2, -45, -1, 416140
15, -77, -2, 416160
7, -40, 0, 416180
19, -25, 0, 416200
23, -28, 0, 416220
7, -18, 0, 416240
0, -58, 0, 416260
-1, -62, 0, 416280
0, -65, 0, 416300
0, -9, 0, 416320
-1, -26, 0, 416340
7, -38, 0, 416360
22, -42, 0, 416380
28, -47, 0, 416400
22, -38, 0, 416420
5, -76, 1, 416440
3, -44, 0, 416460
17, -20, 0, 416480
20, -18, 0, 416500
10, -11, 0, 416520
5, -20, 1, 416540
10, -32, 1, 416560
3, -18, 0, 416580
-3, -3, 0, 416599
-5, -16, 0, 416619
8, -62, 3, 416639
17, -82, 4, 416659
9, -75, 4, 416679
-7, -60, 3, 416700
-29, -37, 1, 416720
-35, -27, 0, 416740
-37, -25, 1, 416760
-34, -33, 0, 416780
-16, -71, 0, 416800
-1, -95, 0, 416820
-2, -30, 0, 416839
-10, -13, 0, 416859
-13, -6, 0, 416880
-32, -21, 0, 416900
-34, -46, -1, 416920
-25, -65, -2, 416940
8, -46, -1, 416960
8, -26, 0, 416980
-12, -17, 0, 417000
-10, -21, 0, 417020
1, -34, -1, 417040
3, -50, -2, 417060
-1, -80, -2, 417080
-1, -71, -2, 417100
-6, -32, -1, 417120
-15, -2, 1, 417140
-1, -28, 0, 417160
12, -35, -3, 417180
-11, -9, 0, 417200
4, -44, -2, 417220
-1, -25, 0, 417240
2, -23, -1, 417260
2, -34, -1, 417280
-4, -26, 0, 417300
-2, -35, -1, 417320
4, -41, -2, 417340
9, -38, -2, 417360
-3, -46, -1, 417380
0, -59, -2, 417400
3, -49, -2, 417420
3, -50, -2, 417440
-9, -60, -1, 417460
-2, -45, -1, 417480
-3, -40, -1, 417500
0, -53, -2, 417520
-1, -67, -3, 417540
-1, -68, -2, 417560
1, -74, -3, 417579
10, -71, -4, 417599
-1, -20, 0, 417619
-2, -32, 0, 417639
-3, -44, -1, 417659
-8, -32, 0, 417679
0, -43, -2, 417700
0, -44, -2, 417720
-2, -40, -2, 417740
6, -58, -2, 417760
0, -40, -1, 417780
-3, -31, -1, 417800
-5, -37, -1, 417820
-5, -33, -1, 417839
2, -44, -2, 417859
7, -68, -2, 417879
-2, -48, -2, 417900
-5, -22, -1, 417920
3, -28, -1, 417940
5, -27, -1, 417960
-3, -6, 0, 417980
-5, -16, 0, 418000
-1, -36, -1, 418020
4, -46, -2, 418040
0, -34, -1, 418060
0, -35, -1, 418079
-1, -20, -1, 418099
-8, -25, -1, 418119
4, -49, -2, 418140
6, -41, -1, 418160
0, -20, 0, 418180
0, -27, -1, 418200
3, -34, -1, 418220
1, -22, -1, 418240
0, -16, 0, 418260
2, -33, -1, 418280
5, -40, -1, 418300
2, -40, -1, 418320
-10, -24, 0, 418340
-3, -23, 0, 418360
3, -37, -1, 418380
1, -29, -1, 418400
7, -40, -2, 418420
3, -38, -1, 418439
0, -33, 0, 418460
-6, -10, 0, 418480
-2, 0, 0, 418499
-1, -4, 0, 418519
6, -48, -2, 418539
3, -57, -2, 418559
-11, -7, 0, 418579
-8, 0, 0, 418599
0, 4, 0, 418619
3, 1, 0, 418640
-7, -7, 0, 418659
17, -28, -1, 418679
17, -12, -2, 418700
4, -15, 0, 418719
5, -4, 0, 418739
-5, -1, 0, 418760
-7, -1, 0, 418779
2, -2, 0, 418799
1, -14, 0, 418820
0, -10, 0, 418839
-2, -8, 0, 418860
-2, -10, 0, 418880
1, -26, -1, 418900
0, -18, 0, 418919
4, -15, -1, 418940
7, -15, 0, 418959
-1, -27, -1, 418979
-9, -6, 0, 419000
2, -7, 0, 419019
-2, -24, 0, 419039
3, -12, 0, 419060
-2, -13, 0, 419080
-2, -8, 0, 419099
0, 0, 0, 419120
2, 0, 0, 419140
7, 0, 0, 419159
7, 0, 0, 419179
0, -3, 0, 419199
-9, -19, 0, 419219
-3, -1, 0, 419239
3, 0, 0, 419259
5, 0, 0, 419279
3, -1, 0, 419299
-1, -5, 0, 419320
-8, -8, 0, 419340
-11, -13, 0, 419360
-1, -18, 0, 419380
3, -35, -1, 419400
5, -14, 0, 419420
10, -6, 0, 419440
12, -1, 0, 419460
0, -3, 0, 419480
0, -3, 0, 419500
3, 0, 0, 419520
2, 0, 0, 419540
-1, 0, 0, 419560
